user_id,event_type,event_time,session_id,category,device,item_price
u_00014,enter_payment,2024-03-02 08:33:00,s_u_00014_2024-03-02,Одежда,desktop,304.01
u_00014,purchase,2024-03-02 08:48:00,s_u_00014_2024-03-02,Одежда,desktop,304.01
u_00015,view_product,2024-02-01 15:00:00,s_u_00015_2024-02-01,Дом и сад,mobile,7782.72
u_00015,add_to_cart,2024-02-01 15:02:00,s_u_00015_2024-02-01,Дом и сад,mobile,7782.72
u_00015,begin_checkout,2024-02-01 15:18:00,s_u_00015_2024-02-01,Дом и сад,mobile,7782.72
u_00015,enter_payment,2024-02-01 15:06:00,s_u_00015_2024-02-01,Дом и сад,mobile,7782.72
u_00016,view_product,2024-02-23 14:00:00,s_u_00016_2024-02-23,Одежда,desktop,2144.63
u_00016,add_to_cart,2024-02-23 14:07:00,s_u_00016_2024-02-23,Одежда,desktop,2144.63
u_00016,begin_checkout,2024-02-23 14:10:00,s_u_00016_2024-02-23,Одежда,desktop,2144.63
u_00016,enter_payment,2024-02-23 14:27:00,s_u_00016_2024-02-23,Одежда,desktop,2144.63
u_00016,purchase,2024-02-23 14:28:00,s_u_00016_2024-02-23,Одежда,desktop,2144.63
u_00017,view_product,2024-01-24 12:00:00,s_u_00017_2024-01-24,Дом и сад,desktop,4425.47
u_00017,add_to_cart,2024-01-24 12:12:00,s_u_00017_2024-01-24,Дом и сад,desktop,4425.47
u_00017,begin_checkout,2024-01-24 12:28:00,s_u_00017_2024-01-24,Дом и сад,desktop,4425.47
u_00018,view_product,2024-02-28 11:00:00,s_u_00018_2024-02-28,Одежда,mobile,2044.02
u_00019,view_product,2024-02-09 14:00:00,s_u_00019_2024-02-09,Красота,mobile,2926.21
u_00020,view_product,2024-02-11 10:00:00,s_u_00020_2024-02-11,Одежда,mobile,7862.7
u_00020,add_to_cart,2024-02-11 10:13:00,s_u_00020_2024-02-11,Одежда,mobile,7862.7
u_00020,begin_checkout,2024-02-11 10:24:00,s_u_00020_2024-02-11,Одежда,mobile,7862.7
u_00020,enter_payment,2024-02-11 10:30:00,s_u_00020_2024-02-11,Одежда,mobile,7862.7
u_00020,purchase,2024-02-11 10:16:00,s_u_00020_2024-02-11,Одежда,mobile,7862.7
u_00021,view_product,2024-01-20 15:00:00,s_u_00021_2024-01-20,Электроника,desktop,6852.15
u_00022,view_product,2024-03-24 21:00:00,s_u_00022_2024-03-24,Одежда,mobile,5408.96
u_00022,add_to_cart,2024-03-24 21:04:00,s_u_00022_2024-03-24,Одежда,mobile,5408.96
u_00023,view_product,2024-02-10 11:00:00,s_u_00023_2024-02-10,Дом и сад,mobile,2805.58
u_00024,view_product,2024-01-17 08:00:00,s_u_00024_2024-01-17,Электроника,mobile,5199.76
u_00025,view_product,2024-02-20 13:00:00,s_u_00025_2024-02-20,Красота,mobile,2995.6
u_00025,add_to_cart,2024-02-20 13:14:00,s_u_00025_2024-02-20,Красота,mobile,2995.6
u_00025,begin_checkout,2024-02-20 13:10:00,s_u_00025_2024-02-20,Красота,mobile,2995.6
u_00025,enter_payment,2024-02-20 13:06:00,s_u_00025_2024-02-20,Красота,mobile,2995.6
u_00025,purchase,2024-02-20 13:52:00,s_u_00025_2024-02-20,Красота,mobile,2995.6
u_00026,view_product,2024-01-30 20:00:00,s_u_00026_2024-01-30,Одежда,desktop,6057.43
u_00026,add_to_cart,2024-01-30 20:06:00,s_u_00026_2024-01-30,Одежда,desktop,6057.43
u_00026,begin_checkout,2024-01-30 20:26:00,s_u_00026_2024-01-30,Одежда,desktop,6057.43
u_00027,view_product,2024-03-03 20:00:00,s_u_00027_2024-03-03,Электроника,desktop,2740.3
u_00027,add_to_cart,2024-03-03 20:07:00,s_u_00027_2024-03-03,Электроника,desktop,2740.3
u_00028,view_product,2024-02-15 15:00:00,s_u_00028_2024-02-15,Одежда,desktop,3061.58
u_00029,view_product,2024-01-17 15:00:00,s_u_00029_2024-01-17,Дом и сад,desktop,3068.08
u_00029,add_to_cart,2024-01-17 15:03:00,s_u_00029_2024-01-17,Дом и сад,desktop,3068.08
u_00030,view_product,2024-01-13 19:00:00,s_u_00030_2024-01-13,Электроника,mobile,6446.87
u_00031,view_product,2024-01-15 19:00:00,s_u_00031_2024-01-15,Электроника,mobile,5474.6
u_00032,view_product,2024-01-22 17:00:00,s_u_00032_2024-01-22,Спорт,mobile,599.03
u_00032,add_to_cart,2024-01-22 17:02:00,s_u_00032_2024-01-22,Спорт,mobile,599.03
u_00033,view_product,2024-02-29 19:00:00,s_u_00033_2024-02-29,Красота,mobile,6783.58
u_00034,view_product,2024-02-21 20:00:00,s_u_00034_2024-02-21,Красота,desktop,616.22
u_00034,add_to_cart,2024-02-21 20:08:00,s_u_00034_2024-02-21,Красота,desktop,616.22
u_00034,begin_checkout,2024-02-21 20:22:00,s_u_00034_2024-02-21,Красота,desktop,616.22
u_00035,view_product,2024-01-23 16:00:00,s_u_00035_2024-01-23,Дом и сад,mobile,7347.15
u_00036,view_product,2024-01-01 20:00:00,s_u_00036_2024-01-01,Дом и сад,desktop,5010.25
u_00037,view_product,2024-02-20 12:00:00,s_u_00037_2024-02-20,Одежда,mobile,1006.85
u_00037,add_to_cart,2024-02-20 12:11:00,s_u_00037_2024-02-20,Одежда,mobile,1006.85
u_00038,view_product,2024-03-25 14:00:00,s_u_00038_2024-03-25,Одежда,mobile,5303.26
u_00039,view_product,2024-02-03 11:00:00,s_u_00039_2024-02-03,Электроника,desktop,4174.15
u_00040,view_product,2024-01-16 15:00:00,s_u_00040_2024-01-16,Красота,tablet,6977.43
u_00041,view_product,2024-02-19 10:00:00,s_u_00041_2024-02-19,Дом и сад,mobile,4501.25
u_00042,view_product,2024-02-09 17:00:00,s_u_00042_2024-02-09,Одежда,mobile,1952.34
u_00042,add_to_cart,2024-02-09 17:04:00,s_u_00042_2024-02-09,Одежда,mobile,1952.34
u_00042,begin_checkout,2024-02-09 17:22:00,s_u_00042_2024-02-09,Одежда,mobile,1952.34
u_00042,enter_payment,2024-02-09 17:33:00,s_u_00042_2024-02-09,Одежда,mobile,1952.34
u_00042,purchase,2024-02-09 17:12:00,s_u_00042_2024-02-09,Одежда,mobile,1952.34
u_00043,view_product,2024-01-07 11:00:00,s_u_00043_2024-01-07,Дом и сад,mobile,7512.19
u_00044,view_product,2024-02-05 17:00:00,s_u_00044_2024-02-05,Электроника,desktop,4734.62
u_00044,add_to_cart,2024-02-05 17:08:00,s_u_00044_2024-02-05,Электроника,desktop,4734.62
u_00044,begin_checkout,2024-02-05 17:16:00,s_u_00044_2024-02-05,Электроника,desktop,4734.62
u_00045,view_product,2024-02-06 19:00:00,s_u_00045_2024-02-06,Электроника,desktop,6109.98
u_00046,view_product,2024-03-24 16:00:00,s_u_00046_2024-03-24,Одежда,desktop,3296.85
u_00047,view_product,2024-01-09 14:00:00,s_u_00047_2024-01-09,Красота,desktop,4015.41
u_00047,add_to_cart,2024-01-09 14:13:00,s_u_00047_2024-01-09,Красота,desktop,4015.41
u_00047,begin_checkout,2024-01-09 14:24:00,s_u_00047_2024-01-09,Красота,desktop,4015.41
u_00047,enter_payment,2024-01-09 14:18:00,s_u_00047_2024-01-09,Красота,desktop,4015.41
u_00047,purchase,2024-01-09 14:40:00,s_u_00047_2024-01-09,Красота,desktop,4015.41
u_00048,view_product,2024-02-08 20:00:00,s_u_00048_2024-02-08,Красота,tablet,7968.67
u_00049,view_product,2024-03-15 09:00:00,s_u_00049_2024-03-15,Красота,desktop,6744.62
u_00049,add_to_cart,2024-03-15 09:14:00,s_u_00049_2024-03-15,Красота,desktop,6744.62
u_00049,begin_checkout,2024-03-15 09:20:00,s_u_00049_2024-03-15,Красота,desktop,6744.62
u_00050,view_product,2024-03-06 12:00:00,s_u_00050_2024-03-06,Электроника,mobile,4776.05
u_00051,view_product,2024-03-11 16:00:00,s_u_00051_2024-03-11,Электроника,mobile,5753.0
u_00052,view_product,2024-03-14 17:00:00,s_u_00052_2024-03-14,Одежда,mobile,2253.35
u_00053,view_product,2024-03-12 20:00:00,s_u_00053_2024-03-12,Спорт,desktop,5544.0
u_00053,add_to_cart,2024-03-12 20:02:00,s_u_00053_2024-03-12,Спорт,desktop,5544.0
u_00053,begin_checkout,2024-03-12 20:04:00,s_u_00053_2024-03-12,Спорт,desktop,5544.0
u_00053,enter_payment,2024-03-12 20:21:00,s_u_00053_2024-03-12,Спорт,desktop,5544.0
u_00053,purchase,2024-03-12 20:56:00,s_u_00053_2024-03-12,Спорт,desktop,5544.0
u_00054,view_product,2024-02-01 20:00:00,s_u_00054_2024-02-01,Одежда,desktop,4363.3
u_00054,add_to_cart,2024-02-01 20:04:00,s_u_00054_2024-02-01,Одежда,desktop,4363.3
u_00055,view_product,2024-01-18 16:00:00,s_u_00055_2024-01-18,Одежда,mobile,7967.9
u_00056,view_product,2024-02-26 18:00:00,s_u_00056_2024-02-26,Одежда,tablet,7155.03
u_00056,add_to_cart,2024-02-26 18:11:00,s_u_00056_2024-02-26,Одежда,tablet,7155.03
u_00056,begin_checkout,2024-02-26 18:22:00,s_u_00056_2024-02-26,Одежда,tablet,7155.03
u_00056,enter_payment,2024-02-26 18:39:00,s_u_00056_2024-02-26,Одежда,tablet,7155.03
u_00056,purchase,2024-02-26 18:52:00,s_u_00056_2024-02-26,Одежда,tablet,7155.03
u_00057,view_product,2024-02-10 11:00:00,s_u_00057_2024-02-10,Красота,desktop,4427.94
u_00058,view_product,2024-01-29 20:00:00,s_u_00058_2024-01-29,Красота,desktop,7613.46
u_00058,add_to_cart,2024-01-29 20:09:00,s_u_00058_2024-01-29,Красота,desktop,7613.46
u_00059,view_product,2024-01-05 14:00:00,s_u_00059_2024-01-05,Электроника,desktop,3998.85
u_00060,view_product,2024-03-03 16:00:00,s_u_00060_2024-03-03,Красота,desktop,6755.13
u_00060,add_to_cart,2024-03-03 16:06:00,s_u_00060_2024-03-03,Красота,desktop,6755.13
u_00060,begin_checkout,2024-03-03 16:14:00,s_u_00060_2024-03-03,Красота,desktop,6755.13
u_00060,enter_payment,2024-03-03 16:18:00,s_u_00060_2024-03-03,Красота,desktop,6755.13
u_00061,view_product,2024-01-03 12:00:00,s_u_00061_2024-01-03,Электроника,desktop,6129.53
u_00061,add_to_cart,2024-01-03 12:02:00,s_u_00061_2024-01-03,Электроника,desktop,6129.53
u_00062,view_product,2024-03-17 11:00:00,s_u_00062_2024-03-17,Одежда,desktop,5059.59
u_00062,add_to_cart,2024-03-17 11:11:00,s_u_00062_2024-03-17,Одежда,desktop,5059.59
u_00062,begin_checkout,2024-03-17 11:14:00,s_u_00062_2024-03-17,Одежда,desktop,5059.59
u_00063,view_product,2024-02-19 19:00:00,s_u_00063_2024-02-19,Спорт,tablet,980.74
u_00063,add_to_cart,2024-02-19 19:08:00,s_u_00063_2024-02-19,Спорт,tablet,980.74
u_00064,view_product,2024-03-25 21:00:00,s_u_00064_2024-03-25,Дом и сад,mobile,1350.06
u_00065,view_product,2024-03-22 21:00:00,s_u_00065_2024-03-22,Электроника,mobile,5893.26
u_00066,view_product,2024-01-30 14:00:00,s_u_00066_2024-01-30,Электроника,desktop,6432.83
u_00066,add_to_cart,2024-01-30 14:13:00,s_u_00066_2024-01-30,Электроника,desktop,6432.83
u_00066,begin_checkout,2024-01-30 14:12:00,s_u_00066_2024-01-30,Электроника,desktop,6432.83
u_00067,view_product,2024-02-22 09:00:00,s_u_00067_2024-02-22,Одежда,desktop,2149.12
u_00067,add_to_cart,2024-02-22 09:12:00,s_u_00067_2024-02-22,Одежда,desktop,2149.12
u_00067,begin_checkout,2024-02-22 09:18:00,s_u_00067_2024-02-22,Одежда,desktop,2149.12
u_00067,enter_payment,2024-02-22 09:15:00,s_u_00067_2024-02-22,Одежда,desktop,2149.12
u_00067,purchase,2024-02-22 09:16:00,s_u_00067_2024-02-22,Одежда,desktop,2149.12
u_00068,view_product,2024-03-07 18:00:00,s_u_00068_2024-03-07,Дом и сад,mobile,1780.63
u_00068,add_to_cart,2024-03-07 18:11:00,s_u_00068_2024-03-07,Дом и сад,mobile,1780.63
u_00068,begin_checkout,2024-03-07 18:12:00,s_u_00068_2024-03-07,Дом и сад,mobile,1780.63
u_00068,enter_payment,2024-03-07 18:18:00,s_u_00068_2024-03-07,Дом и сад,mobile,1780.63
u_00068,purchase,2024-03-07 18:44:00,s_u_00068_2024-03-07,Дом и сад,mobile,1780.63
u_00069,view_product,2024-02-15 09:00:00,s_u_00069_2024-02-15,Одежда,mobile,2776.19
u_00070,view_product,2024-02-25 21:00:00,s_u_00070_2024-02-25,Одежда,mobile,319.98
u_00071,view_product,2024-02-21 15:00:00,s_u_00071_2024-02-21,Электроника,desktop,3140.64
u_00071,add_to_cart,2024-02-21 15:12:00,s_u_00071_2024-02-21,Электроника,desktop,3140.64
u_00071,begin_checkout,2024-02-21 15:16:00,s_u_00071_2024-02-21,Электроника,desktop,3140.64
u_00071,enter_payment,2024-02-21 15:24:00,s_u_00071_2024-02-21,Электроника,desktop,3140.64
u_00071,purchase,2024-02-21 15:52:00,s_u_00071_2024-02-21,Электроника,desktop,3140.64
u_00072,view_product,2024-01-18 17:00:00,s_u_00072_2024-01-18,Электроника,mobile,1107.49
u_00072,add_to_cart,2024-01-18 17:10:00,s_u_00072_2024-01-18,Электроника,mobile,1107.49
u_00073,view_product,2024-03-26 17:00:00,s_u_00073_2024-03-26,Электроника,mobile,2940.54
u_00074,view_product,2024-01-18 11:00:00,s_u_00074_2024-01-18,Электроника,desktop,6039.88
u_00074,add_to_cart,2024-01-18 11:06:00,s_u_00074_2024-01-18,Электроника,desktop,6039.88
u_00074,begin_checkout,2024-01-18 11:22:00,s_u_00074_2024-01-18,Электроника,desktop,6039.88
u_00074,enter_payment,2024-01-18 11:36:00,s_u_00074_2024-01-18,Электроника,desktop,6039.88
u_00074,purchase,2024-01-18 11:56:00,s_u_00074_2024-01-18,Электроника,desktop,6039.88
u_00075,view_product,2024-03-10 12:00:00,s_u_00075_2024-03-10,Красота,mobile,2035.06
u_00076,view_product,2024-03-02 21:00:00,s_u_00076_2024-03-02,Спорт,mobile,6785.82
u_00077,view_product,2024-01-24 13:00:00,s_u_00077_2024-01-24,Электроника,tablet,6964.4
u_00077,add_to_cart,2024-01-24 13:07:00,s_u_00077_2024-01-24,Электроника,tablet,6964.4
u_00078,view_product,2024-02-26 09:00:00,s_u_00078_2024-02-26,Электроника,desktop,2455.84
u_00079,view_product,2024-03-08 10:00:00,s_u_00079_2024-03-08,Одежда,desktop,4379.77
u_00080,view_product,2024-01-11 11:00:00,s_u_00080_2024-01-11,Одежда,desktop,3143.07
u_00080,add_to_cart,2024-01-11 11:13:00,s_u_00080_2024-01-11,Одежда,desktop,3143.07
u_00080,begin_checkout,2024-01-11 11:18:00,s_u_00080_2024-01-11,Одежда,desktop,3143.07
u_00081,view_product,2024-03-05 12:00:00,s_u_00081_2024-03-05,Одежда,mobile,3943.38
u_00081,add_to_cart,2024-03-05 12:02:00,s_u_00081_2024-03-05,Одежда,mobile,3943.38
u_00082,view_product,2024-02-29 19:00:00,s_u_00082_2024-02-29,Электроника,tablet,7930.16
u_00082,add_to_cart,2024-02-29 19:09:00,s_u_00082_2024-02-29,Электроника,tablet,7930.16
u_00083,view_product,2024-02-29 20:00:00,s_u_00083_2024-02-29,Одежда,desktop,1852.53
u_00083,add_to_cart,2024-02-29 20:04:00,s_u_00083_2024-02-29,Одежда,desktop,1852.53
u_00084,view_product,2024-01-26 21:00:00,s_u_00084_2024-01-26,Электроника,desktop,3321.83
u_00085,view_product,2024-02-01 10:00:00,s_u_00085_2024-02-01,Дом и сад,mobile,3678.33
u_00086,view_product,2024-03-06 21:00:00,s_u_00086_2024-03-06,Одежда,mobile,4479.94
u_00087,view_product,2024-03-12 17:00:00,s_u_00087_2024-03-12,Одежда,desktop,5074.56
u_00088,view_product,2024-01-29 13:00:00,s_u_00088_2024-01-29,Дом и сад,desktop,6295.0
u_00089,view_product,2024-01-10 12:00:00,s_u_00089_2024-01-10,Спорт,mobile,6623.68
u_00089,add_to_cart,2024-01-10 12:05:00,s_u_00089_2024-01-10,Спорт,mobile,6623.68
u_00089,begin_checkout,2024-01-10 12:28:00,s_u_00089_2024-01-10,Спорт,mobile,6623.68
u_00089,enter_payment,2024-01-10 12:42:00,s_u_00089_2024-01-10,Спорт,mobile,6623.68
u_00089,purchase,2024-01-10 12:52:00,s_u_00089_2024-01-10,Спорт,mobile,6623.68
u_00090,view_product,2024-02-14 09:00:00,s_u_00090_2024-02-14,Одежда,desktop,4654.41
u_00090,add_to_cart,2024-02-14 09:12:00,s_u_00090_2024-02-14,Одежда,desktop,4654.41
u_00091,view_product,2024-02-07 13:00:00,s_u_00091_2024-02-07,Электроника,mobile,7594.08
u_00091,add_to_cart,2024-02-07 13:03:00,s_u_00091_2024-02-07,Электроника,mobile,7594.08
u_00092,view_product,2024-02-29 18:00:00,s_u_00092_2024-02-29,Красота,desktop,5664.21
u_00093,view_product,2024-01-31 17:00:00,s_u_00093_2024-01-31,Одежда,mobile,1102.7
u_00093,add_to_cart,2024-01-31 17:06:00,s_u_00093_2024-01-31,Одежда,mobile,1102.7
u_00094,view_product,2024-02-05 13:00:00,s_u_00094_2024-02-05,Спорт,mobile,2698.12
u_00094,add_to_cart,2024-02-05 13:06:00,s_u_00094_2024-02-05,Спорт,mobile,2698.12
u_00094,begin_checkout,2024-02-05 13:10:00,s_u_00094_2024-02-05,Спорт,mobile,2698.12
u_00095,view_product,2024-01-26 16:00:00,s_u_00095_2024-01-26,Одежда,mobile,6949.09
u_00095,add_to_cart,2024-01-26 16:03:00,s_u_00095_2024-01-26,Одежда,mobile,6949.09
u_00096,view_product,2024-02-12 18:00:00,s_u_00096_2024-02-12,Электроника,mobile,1658.18
u_00096,add_to_cart,2024-02-12 18:02:00,s_u_00096_2024-02-12,Электроника,mobile,1658.18
u_00096,begin_checkout,2024-02-12 18:24:00,s_u_00096_2024-02-12,Электроника,mobile,1658.18
u_00096,enter_payment,2024-02-12 18:39:00,s_u_00096_2024-02-12,Электроника,mobile,1658.18
u_00096,purchase,2024-02-12 18:08:00,s_u_00096_2024-02-12,Электроника,mobile,1658.18
u_00097,view_product,2024-03-11 08:00:00,s_u_00097_2024-03-11,Красота,mobile,3492.61
u_00097,add_to_cart,2024-03-11 08:08:00,s_u_00097_2024-03-11,Красота,mobile,3492.61
u_00097,begin_checkout,2024-03-11 08:28:00,s_u_00097_2024-03-11,Красота,mobile,3492.61
u_00097,enter_payment,2024-03-11 08:12:00,s_u_00097_2024-03-11,Красота,mobile,3492.61
u_00097,purchase,2024-03-11 08:16:00,s_u_00097_2024-03-11,Красота,mobile,3492.61
u_00098,view_product,2024-03-02 21:00:00,s_u_00098_2024-03-02,Одежда,mobile,3934.92
u_00098,add_to_cart,2024-03-02 21:04:00,s_u_00098_2024-03-02,Одежда,mobile,3934.92
u_00098,begin_checkout,2024-03-02 21:06:00,s_u_00098_2024-03-02,Одежда,mobile,3934.92
u_00098,enter_payment,2024-03-02 21:06:00,s_u_00098_2024-03-02,Одежда,mobile,3934.92
u_00098,purchase,2024-03-02 21:28:00,s_u_00098_2024-03-02,Одежда,mobile,3934.92
u_00099,view_product,2024-02-20 11:00:00,s_u_00099_2024-02-20,Одежда,desktop,7585.09
u_00100,view_product,2024-02-03 19:00:00,s_u_00100_2024-02-03,Спорт,tablet,6766.37
u_00100,add_to_cart,2024-02-03 19:08:00,s_u_00100_2024-02-03,Спорт,tablet,6766.37
u_00100,begin_checkout,2024-02-03 19:16:00,s_u_00100_2024-02-03,Спорт,tablet,6766.37
u_00100,enter_payment,2024-02-03 19:42:00,s_u_00100_2024-02-03,Спорт,tablet,6766.37
u_00100,purchase,2024-02-03 19:40:00,s_u_00100_2024-02-03,Спорт,tablet,6766.37
u_00101,view_product,2024-03-07 10:00:00,s_u_00101_2024-03-07,Дом и сад,mobile,1065.7
u_00102,view_product,2024-01-16 11:00:00,s_u_00102_2024-01-16,Красота,mobile,3429.22
u_00102,add_to_cart,2024-01-16 11:08:00,s_u_00102_2024-01-16,Красота,mobile,3429.22
u_00103,view_product,2024-03-25 10:00:00,s_u_00103_2024-03-25,Одежда,desktop,5250.53
u_00104,view_product,2024-01-20 18:00:00,s_u_00104_2024-01-20,Одежда,mobile,4845.27
u_00104,add_to_cart,2024-01-20 18:10:00,s_u_00104_2024-01-20,Одежда,mobile,4845.27
u_00104,begin_checkout,2024-01-20 18:26:00,s_u_00104_2024-01-20,Одежда,mobile,4845.27
u_00104,enter_payment,2024-01-20 18:33:00,s_u_00104_2024-01-20,Одежда,mobile,4845.27
u_00104,purchase,2024-01-20 18:36:00,s_u_00104_2024-01-20,Одежда,mobile,4845.27
u_00105,view_product,2024-03-21 17:00:00,s_u_00105_2024-03-21,Электроника,tablet,3927.2
u_00105,add_to_cart,2024-03-21 17:10:00,s_u_00105_2024-03-21,Электроника,tablet,3927.2
u_00105,begin_checkout,2024-03-21 17:28:00,s_u_00105_2024-03-21,Электроника,tablet,3927.2
u_00105,enter_payment,2024-03-21 17:30:00,s_u_00105_2024-03-21,Электроника,tablet,3927.2
u_00105,purchase,2024-03-21 17:48:00,s_u_00105_2024-03-21,Электроника,tablet,3927.2
u_00106,view_product,2024-01-04 17:00:00,s_u_00106_2024-01-04,Электроника,mobile,2396.77
u_00107,view_product,2024-02-11 11:00:00,s_u_00107_2024-02-11,Электроника,mobile,3420.41
u_00107,add_to_cart,2024-02-11 11:11:00,s_u_00107_2024-02-11,Электроника,mobile,3420.41
u_00107,begin_checkout,2024-02-11 11:24:00,s_u_00107_2024-02-11,Электроника,mobile,3420.41
u_00108,view_product,2024-01-06 18:00:00,s_u_00108_2024-01-06,Электроника,desktop,5420.78
u_00109,view_product,2024-03-25 19:00:00,s_u_00109_2024-03-25,Дом и сад,mobile,3024.81
u_00109,add_to_cart,2024-03-25 19:05:00,s_u_00109_2024-03-25,Дом и сад,mobile,3024.81
u_00110,view_product,2024-01-29 12:00:00,s_u_00110_2024-01-29,Спорт,mobile,7349.46
u_00111,view_product,2024-02-24 15:00:00,s_u_00111_2024-02-24,Красота,desktop,1955.04
u_00111,add_to_cart,2024-02-24 15:05:00,s_u_00111_2024-02-24,Красота,desktop,1955.04
u_00111,begin_checkout,2024-02-24 15:24:00,s_u_00111_2024-02-24,Красота,desktop,1955.04
u_00111,enter_payment,2024-02-24 15:09:00,s_u_00111_2024-02-24,Красота,desktop,1955.04
u_00111,purchase,2024-02-24 15:12:00,s_u_00111_2024-02-24,Красота,desktop,1955.04
u_00112,view_product,2024-03-13 16:00:00,s_u_00112_2024-03-13,Электроника,mobile,5727.93
u_00112,add_to_cart,2024-03-13 16:04:00,s_u_00112_2024-03-13,Электроника,mobile,5727.93
u_00112,begin_checkout,2024-03-13 16:26:00,s_u_00112_2024-03-13,Электроника,mobile,5727.93
u_00112,enter_payment,2024-03-13 16:21:00,s_u_00112_2024-03-13,Электроника,mobile,5727.93
u_00112,purchase,2024-03-13 16:16:00,s_u_00112_2024-03-13,Электроника,mobile,5727.93
u_00113,view_product,2024-02-13 18:00:00,s_u_00113_2024-02-13,Красота,mobile,7616.83
u_00114,view_product,2024-03-28 10:00:00,s_u_00114_2024-03-28,Дом и сад,desktop,5372.63
u_00115,view_product,2024-03-22 16:00:00,s_u_00115_2024-03-22,Дом и сад,desktop,697.29
u_00116,view_product,2024-01-17 14:00:00,s_u_00116_2024-01-17,Электроника,mobile,2708.98
u_00116,add_to_cart,2024-01-17 14:09:00,s_u_00116_2024-01-17,Электроника,mobile,2708.98
u_00117,view_product,2024-03-27 20:00:00,s_u_00117_2024-03-27,Электроника,desktop,6803.03
u_00118,view_product,2024-01-14 15:00:00,s_u_00118_2024-01-14,Одежда,mobile,892.54
u_00118,add_to_cart,2024-01-14 15:08:00,s_u_00118_2024-01-14,Одежда,mobile,892.54
